Region,Chr,Start,End,Attributes,TotalE2E,FwdE2E,RevE2E,Total,Fwd,Rev
RB1_14.55100,chr13,48953702,48953806,RB1,363,160,203,415,181,234,
PTCH1_3.65921,chr9,98238353,98238451,PTCH1,363,163,200,406,187,219,
FGF9_3.123957,chr13,22275380,22275507,FGF9,363,154,209,437,219,218,
FLT4_tmb13_1.3319,chr5,180052892,180053029,FLT4,362,113,249,531,258,273,
141480_1.12930,chr14,68290164,68290280,RAD51B,361,167,194,392,188,204,
EP300_31.3.32958,chr22,41574874,41574996,EP300,361,158,203,424,208,216,
142418_1.17537,chr5,86642457,86642538,RASA1,361,216,145,414,237,177,
SP_214.5428,chr7,116418889,116419015,MET,361,193,168,406,221,185,
CYLD_8.108369,chr16,50815173,50815296,CYLD,361,171,190,476,235,241,
MSH3_22.1262,chr5,80160575,80160690,MSH3,359,180,179,385,197,188,
EIF1AX_3.34475,chrX,20150344,20150463,EIF1AX,358,229,129,490,244,246,
15901_1.7452,chr11,108154891,108155006,ATM,357,186,171,454,222,232,
ERCC2_23.15879,chr19,45873326,45873453,ERCC2,356,144,212,478,180,298,
e_del_132088_18522_PMS2_1.804,chr7,6029401,6029513,PMS2,356,167,189,408,189,219,
143178_1.8928,chrX,47030545,47030645,RBM10,355,355,0,843,402,441,
SP_1192.5069,chr3,193334970,193335071,rs7624750,355,195,160,378,211,167,
KMT2C_39.16288,chr7,151919662,151919798,KMT2C,355,165,190,486,259,227,
ZFHX3_9.2.44580,chr16,72992917,72993053,ZFHX3,354,236,118,487,244,243,
KMT2B_11.11899,chr19,36216114,36216239,KMT2B,353,1,352,997,494,503,
CIC_12.17753,chr19,42795781,42795918,CIC,353,311,42,1551,808,743,
KDM5C_11.58603,chrX,53227648,53227779,KDM5C,352,177,175,432,226,206,
MAP3K4_20.42296,chr6,161523669,161523746,MAP3K4,352,163,189,365,169,196,
NOTCH1_1.39710,chr9,139412225,139412346,NOTCH1,352,190,162,419,218,201,
114924_1.36844,chr17,29663614,29663684,NF1,352,321,31,1397,432,965,
EP300_6.73636,chr22,41527311,41527431,EP300,351,188,163,433,213,220,
APC_16.2.65221,chr5,112174913,112175031,APC,351,171,180,400,204,196,
AXIN1_6.43818,chr16,347678,347814,AXIN1,350,110,240,571,301,270,
OBRA_BRCA1_72,chr17,41245592,41245681,BRCA1,350,211,139,410,232,178,
ACVR1B_7.62052,chr12,52378939,52379062,ACVR1B,349,146,203,642,303,339,
SOX9_1.9544,chr17,70117616,70117748,SOX9,349,176,173,439,215,224,
e_del_182422_24478_TSC2_1.63547,chr16,2135242,2135378,TSC2,348,10,338,941,485,456,
POLD1_21.9823,chr19,50918990,50919124,POLD1,348,177,171,470,236,234,
CIC_3.25946,chr19,42791017,42791153,CIC,348,248,100,924,486,438,
ZMYM3_6.35912,chrX,70464159,70464251,ZMYM3,348,176,172,375,195,180,
NF2_10.35769,chr22,30067883,30068013,NF2,348,159,189,398,192,206,
NOTCH1_18.17727,chr9,139405073,139405185,NOTCH1,347,138,209,614,268,346,
TPP2_tmb7_1.62505,chr13,103281833,103281947,TPP2,346,161,185,371,175,196,
KDM6A_576.10330,chrX,44938297,44938419,KDM6A,346,221,125,472,244,228,
NF1_7.41307,chr17,29527980,29528106,NF1,346,181,165,409,220,189,
MTAP_2.44332,chr9,21815451,21815564,MTAP,345,168,177,410,196,214,
e_del_132091_18522_PMS2_1.19192,chr7,6037023,6037132,PMS2,344,214,130,666,518,148,
e_del_154143_20976_SETD2_1.27850,chr3,47129691,47129794,SETD2,344,202,142,397,232,165,
ZFHX3_7.44631,chr16,72923625,72923748,ZFHX3,344,180,164,490,225,265,
PMS1_tmb11_1.100992,chr2,190728488,190728601,PMS1,343,164,179,380,177,203,
MYC_2.97933,chr8,128750589,128750723,MYC,342,97,245,1444,713,731,
TPMT_3.16355,chr6,18134003,18134114,TPMT,342,137,205,416,190,226,
KIR3DL1_tmb2_1.40555,chr19,55341313,55341450,KIR3DL1,342,157,185,354,163,191,
e_del_17744_1505_AXIN1_1.36733,chr16,339402,339531,AXIN1,342,131,211,615,285,330,
EP300_5.6311,chr22,41525874,41525987,EP300,341,135,206,504,265,239,
LOW_r737_1.52378,chr7,124465304,124465405,POT1,341,160,181,371,180,191,
106906_2.16367,chr2,47702352,47702488,MSH2,340,128,212,732,293,439,
BCL2L12_1.47287,chr19,50169252,50169377,BCL2L12,340,340,0,665,408,257,
CDC73_2.19387,chr1,193094218,193094336,CDC73,340,196,144,460,209,251,
229484537,chrX,63411957,63412071,AMER1,339,77,262,395,103,292,
LOW_r39_1.92773,chr10,104857025,104857140,NT5C2,339,198,141,377,219,158,
83794_1.6200,chr4,143158938,143159049,INPP4B,338,336,2,834,432,402,
HNF1A_5.5861,chr12,121434000,121434126,HNF1A,338,202,136,666,287,379,
MAP2K7_12.26959,chr19,7977162,7977273,MAP2K7,338,172,166,411,206,205,
KEAP1_5.33665,chr19,10610355,10610492,KEAP1,338,116,222,537,268,269,
OBRA_BRCA1_113,chr17,41276011,41276123,BRCA1,338,29,309,727,388,339,
GNAS_2.1.61715,chr20,57428921,57429061,GNAS,337,139,198,404,180,224,
58519_1.9687,chr22,41550943,41551049,EP300,337,101,236,355,108,247,
FG_SP_91.14143,chr19,7977235,7977374,MAP2K7,336,130,206,538,281,257,
TRHDE_tmb9_1.11260,chr12,73046218,73046314,TRHDE,336,147,189,363,152,211,
OR5F1_tmb1_1.123258,chr11,55761994,55762114,OR5F1,336,203,133,363,218,145,
SPEN_11.8.82124,chr1,16262216,16262350,SPEN,336,152,184,432,205,227,
KMT2D_14.45589,chr12,49424523,49424631,KMT2D,335,68,267,577,271,306,
CNTN6_tmb8_1.9017,chr3,1394003,1394117,CNTN6,335,193,142,399,214,185,
FG_SP_155.9832,chr6,18143781,18143894,TPMT,334,160,174,362,170,192,
KDM6A_17.162288,chrX,44922638,44922739,KDM6A,334,259,75,487,281,206,
CSMD3_tmb34_1.165,chr8,113529385,113529495,CSMD3,334,133,201,363,140,223,
142418_1.4236,chr5,86642502,86642594,RASA1,334,170,164,371,178,193,
MP_ATRX_28.20964,chrX,76940404,76940511,ATRX,332,190,142,373,220,153,
JAK3_1.29654,chr19,17937681,17937763,JAK3,332,157,175,361,174,187,
TSC2_32.15622,chr16,2133717,2133856,TSC2,332,153,179,842,558,284,
SP_1560.9653,chr7,150901523,150901657,rs310583,331,182,149,503,225,278,
SP_508.28038,chr14,36982279,36982385,rs146627067,331,183,148,350,194,156,
POLE_19.61586,chr12,133225918,133226051,POLE,331,100,231,562,282,280,
DOCK3_tmb22_1.40918,chr3,51397944,51398070,DOCK3,331,168,163,365,179,186,
MLH3_10.44439,chr14,75508196,75508325,MLH3,330,198,132,378,233,145,
133498_1.26481,chr7,124510883,124511002,POT1,330,178,152,356,200,156,
RBM10_1.109467,chrX,47041596,47041698,RBM10,329,229,100,673,299,374,
63721_1.29105,chr9,98002984,98003098,FANCC,327,164,163,372,190,182,
17302_1.22659,chr3,142212053,142212165,ATR,327,182,145,349,194,155,
s474_1.13010,chr15,49775393,49775505,FGF7,326,144,182,346,149,197,
LRRC7_tmb2_1.10214,chr1,70257739,70257841,LRRC7,325,158,167,353,175,178,
BARD1_11.150,chr2,215674075,215674205,BARD1,325,150,175,447,199,248,
PARP2_1.18710,chr14,20811781,20811893,PARP2,325,140,185,420,165,255,
62404_1.58036,chr4,84391311,84391420,ABRAXAS1,325,177,148,350,196,154,
LOW_r349_1.2893,chr17,29496875,29496964,NF1,324,169,155,353,180,173,
SP_896.536,chr2,70071278,70071383,rs17263534,324,152,172,347,159,188,
FG_SP_56.8621,chr12,121416535,121416664,HNF1A,324,244,80,1452,715,737,
GATA3_2.64192,chr10,8100380,8100516,GATA3,323,0,323,748,351,397,
17442_3.76214,chrX,76937798,76937917,ATRX,323,152,171,384,171,213,
SP_1738.51199,chrX,32503166,32503285,rs228406,323,150,173,336,158,178,
e_del_179631_24186_TP53_1.57473,chr17,7576492,7576608,TP53,322,187,135,349,202,147,
MSH6_4.2.106992,chr2,48026907,48027019,MSH6,322,188,134,419,272,147,
POLD1_6.14425,chr19,50905721,50905824,POLD1,321,125,196,800,521,279,
CCND1_2.19216,chr11,69457873,69458009,CCND1,320,173,147,1796,890,906,
TSC2_9.36338,chr16,2108758,2108871,TSC2,320,160,160,417,242,175,
141497_1.31096,chr17,56798142,56798207,RAD51C,320,154,166,356,178,178,
ZNF217_2.1.16423,chr20,52193029,52193147,ZNF217,319,160,159,351,175,176,
7153192604,chr10,8115666,8115811,GATA3,319,211,108,801,441,360,
SMARCA4_30.43932,chr19,11152047,11152177,SMARCA4,318,130,188,437,209,228,
SP_1266.3037,chr4,140811055,140811181,rs3733382,317,172,145,3796,1909,1887,
e_del_132726_18588_POLE_1.110626,chr12,133241894,133242029,POLE,317,126,191,486,257,229,
NOTCH1_1.2.24131,chr9,139391463,139391603,NOTCH1,316,279,37,721,324,397,
KMT2B_30.26041,chr19,36224716,36224840,KMT2B,316,101,215,489,231,258,
107286_1.5423,chr9,21815375,21815469,MTAP,315,164,151,343,182,161,
s449_1.11424,chr22,42524913,42525025,CYP2D6,315,140,175,409,220,189,
154145_2.28093,chr3,47142991,47143124,SETD2,315,269,46,715,505,210,
KMT2D_44.1.122328,chr12,49444081,49444218,KMT2D,314,215,99,605,346,259,
HNF1A_4.7969,chr12,121432111,121432231,HNF1A,313,127,186,481,218,263,
LOW_r249_1.38943,chr13,48947547,48947661,RB1,313,165,148,347,180,167,
SP_985.421,chr2,220432009,220432121,rs61732787,313,148,165,351,157,194,
AKT2_7.13258,chr19,40744839,40744958,AKT2,312,312,0,784,387,397,
106898_2.1149,chr2,47639675,47639788,MSH2,312,166,146,373,179,194,
SP_84.1.54758,chrX,47038481,47038570,RBM10,312,126,186,368,165,203,
SP_255.4862,chr10,117228725,117228813,rs10885721,312,112,200,324,117,207,
NOTCH1_10.23955,chr9,139400061,139400199,NOTCH1,312,165,147,386,184,202,
KDM6A_1.2153,chrX,44732821,44732959,KDM6A,312,123,189,412,196,216,
PRDM1_6.1.29848,chr6,106553456,106553594,PRDM1,311,167,144,462,245,217,
CDKN2B_1.19300,chr9,22006150,22006289,CDKN2B,311,181,130,680,430,250,
USP9X_28.31633,chrX,41056588,41056663,USP9X,311,55,256,372,62,310,
RASA2_19.7708,chr3,141305422,141305500,RASA2,311,163,148,335,174,161,
KMT2D_24.1.142437,chr12,49433836,49433972,KMT2D,310,268,42,708,342,366,
MP_FGFR4_16.6404,chr5,176524309,176524448,FGFR4,310,136,174,466,226,240,
SP_82.12525,chr3,178927934,178928046,PIK3CA,309,159,150,322,167,155,
KDM5C_1.6562,chrX,53221984,53222076,KDM5C,309,80,229,360,104,256,
NF2_12.8952,chr22,30074172,30074294,NF2,309,175,134,342,196,146,
59655_1.47871,chr16,14022089,14022200,ERCC4,308,139,169,358,168,190,
FANCA_19.1582,chr16,89836562,89836698,FANCA,308,217,91,544,253,291,
ERCC2_16.5675,chr19,45867594,45867731,ERCC2,308,242,66,1091,523,568,
ZNF429_4.1.187922,chr19,21719207,21719303,ZNF429,308,125,183,338,139,199,
RECQL4_7.25390,chr8,145738473,145738607,RECQL4,308,308,0,827,497,330,
646038602,chrX,123215203,123215338,STAG2,308,162,146,320,171,149,
HRAS_2.23719,chr11,533276,533361,HRAS,307,178,129,401,192,209,
TP53_9.64158,chr17,7578398,7578518,TP53,307,204,103,423,222,201,
ARID1B_20.1.238898,chr6,157527688,157527819,ARID1B,306,275,31,703,340,363,
MYC_1.9222,chr8,128748847,128748969,MYC,306,142,164,400,144,256,
62401_1.37310,chr4,84384659,84384780,ABRAXAS1,306,146,160,397,219,178,
KMT2D_24.2.61435,chr12,49434552,49434687,KMT2D,305,215,90,413,222,191,
SPEN_11.5.145494,chr1,16258990,16259116,SPEN,305,78,227,485,201,284,
FG_SP_83.38368,chr17,40359638,40359756,STAT5B,305,159,146,328,164,164,
BCOR_553.8806,chrX,39930857,39930961,BCOR,304,165,139,348,183,165,
MAPK1_5.60703,chr22,22153391,22153507,MAPK1,304,164,140,408,214,194,
45989_1.30799,chr6,33290599,33290729,DAXX,304,207,97,403,280,123,
COL11A1_tmb13_1.5559,chr1,103496694,103496815,COL11A1,302,133,169,388,184,204,
HIGH_r31_1.4788,chr16,3820837,3820944,CREBBP,301,127,174,406,190,216,
FGFR3_7.8620,chr4,1808515,1808642,FGFR3,301,122,179,407,191,216,
41965_1.42944,chr16,3817867,3817966,CREBBP,300,173,127,316,179,137,
SP_1422.7449,chr6,90565154,90565253,rs369328,298,154,144,336,177,159,
HLA-A_6.42362,chr6,29912792,29912901,HLA-A,298,141,157,315,148,167,
116982_1.14001,chr9,139418110,139418208,NOTCH1,297,72,225,435,193,242,
ZMYM3_24.82642,chrX,70472776,70472912,ZMYM3,297,84,213,718,408,310,
BCOR_8.126694,chrX,39923029,39923159,BCOR,297,275,22,597,304,293,
SP_552.4500,chr14,105930370,105930470,rs4983413,296,163,133,354,174,180,
CD274_3.24196,chr9,5463021,5463127,CD274,295,144,151,322,154,168,
17429_1.5897,chrX,76872092,76872179,ATRX,295,143,152,320,165,155,
86667_2.4419,chr19,17953354,17953450,JAK3,295,129,166,332,143,189,
SP_1640.37077,chr8,134125647,134125769,rs1133076,294,125,169,411,180,231,
KDM5C_5.101153,chrX,53223518,53223636,KDM5C,294,115,179,388,195,193,
MAP3K4_14.17039,chr6,161512990,161513112,MAP3K4,294,164,130,375,190,185,
RECQL4_19.25828,chr8,145742460,145742595,RECQL4,294,165,129,640,333,307,
KMT2C_44.31456,chr7,151932939,151933081,KMT2C,293,242,51,780,426,354,
ADAM18_tmb1_1.6312,chr8,39494985,39495097,ADAM18,293,166,127,331,188,143,
SP_1325.4454,chr5,93987430,93987540,rs6891545,293,159,134,338,169,169,
JAK3_23.42466,chr19,17955053,17955191,JAK3,293,188,105,1235,605,630,
MP_OCP1_ATM_44,chr11,108141771,108141842,ATM,293,139,154,324,152,172,
n17-KMT2C_22.2.1329745,chr7,151874321,151874447,KMT2C,291,170,121,327,198,129,
RNF43_3.66447,chr17,56438262,56438380,RNF43,291,164,127,468,262,206,
STAG2_12.23714,chrX,123190010,123190105,STAG2,290,169,121,347,212,135,
RAD54L_8.13240,chr1,46726855,46726975,RAD54L,289,139,150,682,171,511,
SRC_1.13934,chr20,36012492,36012611,SRC,289,190,99,2366,1200,1166,
88518_1.55947,chrX,44969334,44969441,KDM6A,289,160,129,334,194,140,
FG_SP_75.2.82720,chr16,72828697,72828830,ZFHX3,287,165,122,322,178,144,
PARP4_4.1.120636,chr13,25008642,25008750,PARP4,287,20,267,395,25,370,
CIC_11.1.74612,chr19,42795207,42795344,CIC,287,281,6,1203,553,650,
n17-FANCM_19.104496,chr14,45657002,45657120,FANCM,287,144,143,312,150,162,
e_del_132742_18588_POLE_1.58444,chr12,133256669,133256792,POLE,286,148,138,319,173,146,
FAT1_26.1.51334,chr4,187627643,187627757,FAT1,285,153,132,1182,720,462,
NOTCH1_10.29340,chr9,139399947,139400085,NOTCH1,285,132,153,365,177,188,
CBFB_5.16968,chr16,67116036,67116149,CBFB,285,97,188,604,271,333,
PARP4_3.26430,chr13,25005536,25005651,PARP4,285,144,141,310,154,156,
NOTCH4_27.41585,chr6,32188865,32188994,NOTCH4,285,177,108,373,201,172,
SPEN_11.2.134328,chr1,16255601,16255727,SPEN,284,138,146,408,204,204,
DAXX_6.202818,chr6,33289327,33289458,DAXX,284,284,0,692,361,331,
n17-FANCM_19.174966,chr14,45656891,45657012,FANCM,284,160,124,321,167,154,
ZFHX3_1.1.43255,chr16,72821195,72821316,ZFHX3,283,133,150,325,151,174,
RAD51D_2.42096,chr17,33428301,33428428,RAD51D,283,220,63,1620,267,1353,
SP_690.1028,chr17,18041407,18041522,rs2280777,282,52,230,316,55,261,
PTEN_1.52011,chr10,89653838,89653959,PTEN,282,152,130,302,153,149,
HLA-B_5.38024,chr6,31323837,31323981,HLA-B,282,19,263,1319,832,487,
NOTCH1_1.95914,chr9,139402702,139402836,NOTCH1,281,122,159,338,152,186,
BCOR_6.48460,chrX,39921314,39921445,BCOR,281,183,98,471,257,214,
RBM10_13.48688,chrX,47040758,47040892,RBM10,281,142,139,410,229,181,
KMT2D_21.1.37268,chr12,49431678,49431811,KMT2D,281,151,130,313,171,142,
FLT4_tmb3_1.30720,chr5,180038337,180038476,FLT4,280,129,151,327,147,180,
e_del_124090_17760_PBRM1_1.4062,chr3,52649263,52649396,PBRM1,280,152,128,450,235,215,
CIC_1.2.63478,chr19,42777685,42777821,CIC,279,118,161,383,183,200,
142417_1.13995,chr5,86637051,86637126,RASA1,279,174,105,296,184,112,
KMT2D_24.1.30382,chr12,49434261,49434397,KMT2D,279,72,207,644,327,317,
LOW_r636_1.10115,chr5,80171608,80171724,MSH3,278,144,134,352,186,166,
DDR1_12.34518,chr6,30863187,30863325,DDR1,278,3,275,668,367,301,
NOTCH3_30.33323,chr19,15302751,15302883,NOTCH3,278,179,99,677,346,331,
CUL4B_10.18446,chrX,119674169,119674260,CUL4B,278,157,121,307,167,140,
OR4M1_tmb1_1.243388,chr14,20249220,20249346,OR4M1,276,147,129,2478,1317,1161,
WL_RAD51_3.31462,chr15,40993972,40994046,RAD51,276,100,176,587,117,470,
LOW_r340_1.8178,chr17,7572848,7572977,TP53,276,209,67,700,236,464,
OBRA_BRCA2_39,chr13,32910547,32910631,BRCA2,276,129,147,300,144,156,
SP_837.3520,chr19,45411962,45412086,rs7412,275,152,123,301,170,131,
KMT2D_45.1.45053,chr12,49444695,49444831,KMT2D,275,264,11,778,311,467,
MP_PALB2_10.1.244584,chr16,23646535,23646638,PALB2,274,124,150,315,153,162,
65064_1.33733,chr4,153253818,153253939,FBXW7,274,129,145,361,134,227,
MAP3K4_7.52082,chr6,161501976,161502066,MAP3K4,274,135,139,313,158,155,
141441_1.19444,chr5,131926856,131926945,RAD50,273,156,117,310,171,139,
SETD2_1.15657,chr3,47168065,47168168,SETD2,273,152,121,295,160,135,
167026_1.8883,chrX,123196808,123196887,STAG2,272,108,164,286,120,166,
FANCC_3.30717,chr9,97873514,97873647,FANCC,272,112,160,372,179,193,
DSC3_tmb8_1.9736,chr18,28605728,28605849,DSC3,272,122,150,290,131,159,
SP_1159.15929,chr3,134278209,134278325,rs1127826,271,132,139,284,138,146,
KMT2D_24.1.111776,chr12,49434048,49434185,KMT2D,271,270,1,626,332,294,
TRHDE_tmb5_1.3936,chr12,72956764,72956863,TRHDE,271,126,145,291,135,156,
CREBBP_2.80375,chr16,3781363,3781495,CREBBP,271,179,92,377,200,177,
ZNF429_4.1.61895,chr19,21719028,21719150,ZNF429,271,119,152,301,135,166,
4306038770,chr17,16046991,16047088,NCOR1,270,153,117,302,158,144,
RUNDC3B_tmb1_1.10210,chr7,87258147,87258283,RUNDC3B,269,199,70,425,211,214,
133488_1.19506,chr7,124467202,124467319,POT1,269,158,111,414,225,189,
CREBBP_3.36458,chr16,3781823,3781956,CREBBP,269,123,146,428,221,207,
17431_1.23877,chrX,76875922,76875993,ATRX,268,122,146,282,130,152,
MP_ATR_37.67138,chr3,142272672,142272773,ATR,268,133,135,305,163,142,
MAP2K7_3.4154,chr19,7974688,7974803,MAP2K7,268,221,47,656,259,397,
17309_1.3474,chr3,142226941,142227076,ATR,267,149,118,345,172,173,
POLD1_2.24708,chr19,50902603,50902704,POLD1,267,138,129,520,383,137,
142928_1.12026,chr13,49037918,49038012,RB1,267,147,120,305,164,141,
FG_SP_12.7878,chr1,16464548,16464685,EPHA2,267,112,155,355,178,177,
CREBBP_1.2.54037,chr16,3778637,3778766,CREBBP,266,180,86,370,197,173,
CDH10_tmb1_1.128345,chr5,24487991,24488116,CDH10,266,110,156,3905,1635,2270,
SP_546.6284,chr14,100758943,100759079,rs3825555,266,156,110,302,173,129,
BCL6_1.70111,chr3,187440209,187440327,BCL6,264,110,154,363,153,210,
NOTCH3_17.59134,chr19,15292437,15292577,NOTCH3,264,184,80,652,315,337,
PARP4_6.18152,chr13,25016749,25016853,PARP4,264,119,145,289,136,153,
DAXX_7.17940,chr6,33289616,33289747,DAXX,264,155,109,328,195,133,
SOX9_1.15482,chr17,70117538,70117658,SOX9,263,149,114,549,309,240,
NOTCH1_1.2.53382,chr9,139391936,139392067,NOTCH1,262,100,162,457,221,236,
AXIN2_4.17376,chr17,63532506,63532638,AXIN2,262,128,134,475,193,282,
142416_1.10507,chr5,86633877,86633974,RASA1,262,114,148,284,119,165,
GLI3_1.2.11949,chr7,42005507,42005629,GLI3,262,186,76,640,343,297,
PIM1_2.10234,chr6,37138527,37138646,PIM1,261,158,103,330,182,148,
RASA2_21.2256,chr3,141326548,141326624,RASA2,261,140,121,285,147,138,
CUL4A_11.72711,chr13,113897425,113897544,CUL4A,261,123,138,341,190,151,
106904_1.40322,chr2,47693913,47693985,MSH2,260,90,170,269,97,172,
OR2L8_tmb1_1.246982,chr1,248112695,248112819,OR2L8,260,124,136,271,124,147,
SPEN_1.3781,chr1,16174516,16174635,SPEN,260,201,59,592,260,332,
KDM5C_2.4761,chrX,53222359,53222486,KDM5C,259,59,200,570,317,253,
RBM10_4.26970,chrX,47030622,47030747,RBM10,259,88,171,477,282,195,
PDE1A_tmb8_1.70143,chr2,183095751,183095868,PDE1A,258,117,141,295,138,157,
CIC_14.23253,chr19,42796533,42796668,CIC,258,201,57,498,268,230,
167043_1.25819,chrX,123234435,123234501,STAG2,257,124,133,267,127,140,
DSC3_tmb6_1.7101,chr18,28602423,28602545,DSC3,257,136,121,281,159,122,
TRHDE_tmb7_1.41097,chr12,73012769,73012894,TRHDE,257,130,127,332,146,186,
91605_2.71608,chr12,49426575,49426693,KMT2D,256,47,209,2319,1124,1195,
AMER1_1.3.156921,chrX,63412499,63412630,AMER1,256,94,162,1495,815,680,
SP_305.30298,chr11,59211159,59211280,rs6591536,256,138,118,295,157,138,
C6_tmb11_1.7166,chr5,41199885,41200007,C6,256,147,109,297,160,137,
141497_1.4993,chr17,56798106,56798166,RAD51C,255,139,116,264,141,123,
s975_v1_1.3182,chr3,138400750,138400838,PIK3CB,255,173,82,350,241,109,
79418_2.9186,chr12,121416695,121416828,HNF1A,255,211,44,720,278,442,
127551_1.2490,chrX,133549050,133549123,PHF6,254,133,121,269,141,128,
RBM10_11.1593,chrX,47039673,47039803,RBM10,254,0,254,393,98,295,
CDH1_15.77990,chr16,68863572,68863693,CDH1,254,130,124,291,146,145,
ERAP2_tmb12_1.28314,chr5,96248402,96248522,ERAP2,254,122,132,279,127,152,
POLD1_24.7920,chr19,50920346,50920468,POLD1,253,94,159,1765,893,872,
SP_522.13132,chr14,60903703,60903820,rs1254319,251,76,175,280,92,188,
CANX_tmb4_1.13626,chr5,179143109,179143222,CANX,251,144,107,268,157,111,
167032_1.2635,chrX,123202429,123202516,STAG2,249,220,29,276,239,37,
FGFR3_4.37117,chr4,1807759,1807897,FGFR3,249,132,117,326,160,166,
FG_SP_155.13884,chr6,18143888,18144001,TPMT,249,123,126,267,131,136,
n17-KMT2C_21.99247,chr7,151871265,151871366,KMT2C,248,137,111,285,147,138,
17446_1.43457,chrX,76952067,76952164,ATRX,248,129,119,277,145,132,
KMT2D_27.54420,chr12,49436017,49436145,KMT2D,248,132,116,407,197,210,
s230_1.5336,chr14,38061715,38061833,FOXA1,247,108,139,270,121,149,
113395_1.8340,chr17,16029414,16029546,NCOR1,247,119,128,351,176,175,
ATM_22.20511,chr11,108196800,108196938,ATM,247,129,118,360,145,215,
NOTCH1_1.43263,chr9,139407417,139407537,NOTCH1,246,29,217,383,51,332,
C6_tmb5_1.17949,chr5,41159119,41159231,C6,246,143,103,289,164,125,
7157275875,chr19,42794439,42794564,CIC,246,4,242,696,321,375,
e_del_13686_1129_ARID2_1.48216,chr12,46240575,46240688,ARID2,245,135,110,276,139,137,
n17-FANCM_14.2.1352271,chr14,45646142,45646225,FANCM,244,121,123,264,131,133,
DCDC1_tmb4_1.25424,chr11,31349744,31349866,DCDC1,244,110,134,282,133,149,
OR2W3_tmb1_1.34102,chr1,248058891,248059019,OR2W3,243,111,132,324,176,148,
ERCC2_3.17555,chr19,45855708,45855837,ERCC2,243,142,101,415,208,207,
188847_2.7002,chrX,41000368,41000477,USP9X,243,114,129,270,121,149,
ATRX_22.17309,chrX,76972615,76972696,ATRX,243,102,141,267,114,153,
FG_SP_52.1890,chr12,115112410,115112544,TBX3,242,41,201,335,99,236,
H3F3B_1.44088,chr17,73774589,73774712,H3-3B,242,138,104,300,176,124,
CDH10_tmb5_1.1124,chr5,24505236,24505356,CDH10,242,113,129,279,138,141,
XRCC3_1.13150,chr14,104165167,104165304,XRCC3,242,239,3,544,300,244,
KEAP1_5.131171,chr19,10610233,10610368,KEAP1,242,125,117,315,149,166,
TPMT_1.6274,chr6,18130879,18130992,TPMT,241,133,108,310,176,134,
CDKN1B_1.24971,chr12,12871010,12871142,CDKN1B,241,100,141,321,146,175,
MP_CREBBP_21.14951,chr16,3827611,3827707,CREBBP,241,125,116,298,163,135,
USP9X_3.39300,chrX,40990718,40990837,USP9X,241,90,151,275,93,182,
USP9X_34.224734,chrX,41075130,41075209,USP9X,240,115,125,260,121,139,
SP_661.10601,chr16,75269379,75269512,rs61729595,239,94,145,401,207,194,
ARMC4_tmb2_1.39071,chr10,28142256,28142356,ARMC4,239,121,118,276,143,133,
r40_1.6131,chr15,88428884,88428947,NTRK3,238,128,110,262,139,123,
ZFHX3_9.3.125487,chr16,72993781,72993915,ZFHX3,237,146,91,372,194,178,
SLX4_8.19721,chr16,3646214,3646350,SLX4,237,139,98,283,145,138,
KDM5C_5.120536,chrX,53223422,53223555,KDM5C,237,25,212,565,293,272,
167016_1.41058,chrX,123178999,123179092,STAG2,236,110,126,255,126,129,
FG_SP_204.19658,chrX,41204557,41204671,DDX3X,236,110,126,287,143,144,
SP_1646.5480,chr8,144732378,144732491,rs3750204,235,115,120,262,133,129,
104547_1.3177,chr3,37042401,37042514,MLH1,235,103,132,275,126,149,
53599_1.2890,chr1,97847896,97848006,DPYD,235,132,103,290,141,149,
CIC_16.14523,chr19,42797358,42797483,CIC,234,105,129,557,270,287,
JAK3_20.17278,chr19,17953940,17954019,JAK3,234,173,61,400,209,191,
PMS1_tmb9_1.39273,chr2,190719282,190719378,PMS1,234,111,123,255,130,125,
POLE_3.48382,chr12,133202107,133202242,POLE,233,142,91,1132,578,554,
JAK2_11.3519,chr9,5122980,5123108,JAK2,233,134,99,260,148,112,
93757_1.10465,chr6,149997426,149997522,LATS1,233,116,117,263,133,130,
MP_NF1_4.39059,chr17,29508763,29508845,NF1,231,84,147,581,149,432,
MEN1_1.27297,chr11,64572008,64572126,MEN1,231,120,111,274,151,123,
FG_SP_25.1119,chr10,858847,858976,LARP4B,230,101,129,518,277,241,
FANCA_7.40825,chr16,89809256,89809379,FANCA,229,227,2,726,335,391,
FGF4_2.24247,chr11,69588772,69588909,FGF4,228,171,57,396,220,176,
APC_89.36021,chr5,112164578,112164659,APC,228,107,121,242,114,128,
RBM10_9.19154,chrX,47038720,47038856,RBM10,228,91,137,483,229,254,
USP9X_8.19685,chrX,41000609,41000722,USP9X,227,120,107,258,139,119,
FG_SP_27.2720,chr10,63661463,63661581,ARID5B,226,0,226,691,347,344,
ID3_2.27885,chr1,23885788,23885923,ID3,226,90,136,366,199,167,
167029_1.36485,chrX,123199689,123199809,STAG2,226,112,114,262,139,123,
PSMB10_tmb2_1.23311,chr16,67968707,67968844,PSMB10,226,53,173,525,261,264,
OBRA_BRCA2_48,chr13,32911315,32911406,BRCA2,226,115,111,254,123,131,
59624_1.30972,chr19,45862094,45862200,ERCC2,225,104,121,256,116,140,
LOW_r474_1.18864,chr2,47639525,47639602,MSH2,225,147,78,262,155,107,
